instant,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded,temp_hum_interaction,casual_registered_ratio,high_temp,user_experience_score,avg_rentals
16979.0,1.0,12.0,6.0,2.0,0.26,0.303,0.75,0.0,0.0,3.0,3.0,36574,4,2,83,6,2,1,1,0.195,0.0,0,6,189.21590643274854
16980.0,1.0,12.0,6.0,2.0,0.24,0.2879,0.75,0.0,0.0,11.0,11.0,84802,1,6,96,2,2,1,1,0.18,0.0,0,7,189.21590643274854
16981.0,1.0,12.0,6.0,,0.24,0.2576,0.75,0.0896,1.0,47.0,48.0,88587,5,10,25,3,0,1,0,0.18,0.020833333333333332,0,15,189.21590643274854
16982.0,1.0,12.0,6.0,2.0,0.26,0.2879,0.75,0.0896,8.0,111.0,119.0,81671,3,5,26,9,2,1,1,0.195,0.07142857142857142,0,8,189.21590643274854
16983.0,1.0,12.0,6.0,1.0,0.26,0.2727,0.75,0.1045,17.0,203.0,220.0,25927,3,2,24,4,1,0,0,0.195,0.08333333333333333,0,5,189.6654621750787
16984.0,1.0,12.0,6.0,1.0,0.32,0.3182,0.61,0.1642,23.0,250.0,273.0,50533,4,2,48,5,2,1,0,0.1952,0.09163346613545817,0,6,189.21590643274854
16985.0,1.0,12.0,6.0,,0.34,0.3485,0.61,0.0896,66.0,327.0,393.0,62194,4,4,13,9,2,0,0,0.2074,0.20121951219512196,0,8,189.6654621750787
16986.0,1.0,12.0,6.0,1.0,0.38,0.3939,0.5,0.0896,89.0,364.0,453.0,63322,2,8,26,3,1,1,1,0.19,0.24383561643835616,0,10,189.21590643274854
16987.0,1.0,12.0,6.0,1.0,0.38,0.3939,0.54,0.2537,88.0,368.0,456.0,46017,5,1,95,1,0,0,1,0.20520000000000002,0.23848238482384823,0,6,189.6654621750787
16988.0,1.0,12.0,6.0,1.0,0.4,0.4091,0.5,0.1642,92.0,334.0,426.0,23072,1,6,22,9,1,0,1,0.2,0.2746268656716418,0,7,189.6654621750787
16989.0,1.0,12.0,6.0,1.0,0.42,0.4242,0.47,0.0,95.0,352.0,447.0,29670,1,8,37,4,1,0,0,0.1974,0.26912181303116145,0,9,189.6654621750787
16990.0,1.0,12.0,6.0,1.0,0.4,0.4091,0.5,0.1343,85.0,328.0,413.0,84749,3,1,76,9,1,1,1,0.2,0.25835866261398177,0,4,189.21590643274854
16991.0,1.0,12.0,6.0,1.0,0.4,0.4091,0.5,0.2239,35.0,274.0,309.0,33582,2,3,36,4,2,1,1,0.2,0.12727272727272726,0,5,189.21590643274854
16992.0,1.0,12.0,6.0,1.0,0.38,0.3939,0.58,0.1642,40.0,232.0,272.0,80688,2,1,59,6,1,0,0,0.22039999999999998,0.17167381974248927,0,3,189.6654621750787
16993.0,1.0,12.0,6.0,1.0,0.36,0.3485,0.62,0.1343,32.0,225.0,257.0,27199,2,5,57,7,1,1,0,0.22319999999999998,0.1415929203539823,0,7,189.21590643274854
16994.0,1.0,12.0,6.0,2.0,0.36,0.3485,0.57,0.194,23.0,178.0,201.0,94567,3,5,73,8,0,0,0,0.20519999999999997,0.12849162011173185,0,8,189.6654621750787
16995.0,1.0,12.0,6.0,1.0,0.36,0.3485,0.62,0.1343,15.0,169.0,184.0,64530,4,9,45,8,1,1,1,0.22319999999999998,0.08823529411764706,0,13,189.21590643274854
16996.0,1.0,12.0,6.0,1.0,0.36,0.3485,0.62,0.194,22.0,134.0,156.0,30157,4,5,98,9,0,1,1,0.22319999999999998,0.16296296296296298,0,9,189.21590643274854
16997.0,1.0,12.0,6.0,2.0,0.36,0.3485,0.62,,11.0,108.0,,43935,5,2,13,1,0,0,0,0.22319999999999998,0.10091743119266056,0,7,189.6654621750787
16998.0,1.0,12.0,0.0,2.0,0.36,0.3788,0.62,0.0,8.0,102.0,110.0,47771,3,4,22,7,0,1,1,0.22319999999999998,0.07766990291262135,0,7,189.21590643274854
16999.0,1.0,12.0,0.0,3.0,0.34,0.3485,0.76,0.1045,14.0,82.0,96.0,68889,2,4,100,1,1,1,0,0.2584,0.1686746987951807,0,6,189.21590643274854
17000.0,1.0,12.0,0.0,2.0,0.34,0.3485,,0.0896,8.0,79.0,87.0,24828,5,8,61,10,0,1,0,,0.1,0,13,189.21590643274854
17001.0,1.0,12.0,0.0,2.0,0.34,0.3333,0.87,0.194,1.0,37.0,38.0,86978,2,1,40,3,2,1,1,0.2958,0.02631578947368421,0,3,189.21590643274854
17002.0,1.0,12.0,0.0,2.0,0.34,0.3636,0.87,0.0,1.0,10.0,11.0,32689,4,6,77,7,0,0,0,0.2958,0.09090909090909091,0,10,189.6654621750787
17003.0,1.0,12.0,0.0,2.0,0.34,0.3636,0.87,0.0,0.0,9.0,9.0,67864,5,8,69,4,0,0,0,0.2958,0.0,0,13,189.6654621750787
17004.0,1.0,12.0,0.0,2.0,0.34,0.3636,0.87,0.0,0.0,6.0,6.0,45804,4,9,71,9,1,1,0,0.2958,0.0,0,13,189.21590643274854
17005.0,1.0,12.0,0.0,2.0,0.34,0.3485,0.87,0.0896,5.0,22.0,27.0,84415,4,4,83,9,1,0,0,0.2958,0.21739130434782608,0,8,189.6654621750787
17006.0,1.0,12.0,0.0,2.0,0.36,0.3485,0.87,0.1343,12.0,76.0,88.0,38796,5,4,84,9,0,0,1,0.3132,0.15584415584415584,0,9,189.6654621750787
17007.0,1.0,12.0,0.0,2.0,0.36,0.3485,0.87,0.1343,19.0,113.0,132.0,81317,3,8,32,8,0,0,0,0.3132,0.16666666666666666,0,11,189.6654621750787
17008.0,1.0,12.0,0.0,2.0,0.36,0.3485,0.87,,42.0,215.0,257.0,62879,2,5,2,3,0,1,0,0.3132,0.19444444444444445,0,7,189.21590643274854
17009.0,1.0,12.0,0.0,2.0,0.36,0.3485,0.87,0.1343,47.0,248.0,295.0,88840,2,6,94,10,1,0,1,0.3132,0.18875502008032127,0,8,189.6654621750787
,1.0,12.0,0.0,2.0,0.38,0.3939,0.82,0.194,67.0,350.0,417.0,77320,1,10,1,5,1,1,1,0.3116,0.1908831908831909,0,11,189.21590643274854
17011.0,1.0,12.0,0.0,2.0,0.38,0.3939,0.76,0.194,67.0,289.0,356.0,47764,1,4,66,6,2,1,1,0.2888,0.23103448275862068,0,5,189.21590643274854
17012.0,1.0,12.0,0.0,2.0,0.38,0.3939,0.76,0.1343,50.0,260.0,310.0,24136,1,3,59,9,0,0,1,0.2888,0.19157088122605365,0,4,189.6654621750787
17013.0,1.0,12.0,0.0,2.0,0.38,0.3939,0.82,0.1045,46.0,292.0,338.0,78162,3,2,17,8,0,0,1,0.3116,0.15699658703071673,0,5,189.6654621750787
17014.0,1.0,12.0,0.0,2.0,0.38,0.3939,0.82,0.1045,66.0,334.0,400.0,41159,4,10,73,2,1,0,0,0.3116,0.19701492537313434,0,14,189.6654621750787
17015.0,1.0,,0.0,2.0,0.38,0.3939,0.82,0.1045,29.0,214.0,243.0,45064,5,1,80,5,1,1,0,0.3116,0.13488372093023257,0,6,189.21590643274854
17016.0,1.0,12.0,0.0,3.0,0.38,0.3939,0.82,0.1045,8.0,99.0,107.0,74448,5,9,16,4,2,0,0,0.3116,0.08,0,14,189.6654621750787
17017.0,1.0,12.0,0.0,1.0,0.36,0.3485,0.93,0.1343,10.0,99.0,109.0,60028,2,5,60,9,2,0,1,0.3348,0.1,0,7,189.6654621750787
17018.0,1.0,12.0,0.0,2.0,0.38,0.3939,0.82,0.0,14.0,108.0,122.0,52822,3,7,42,8,1,1,1,0.3116,0.12844036697247707,0,10,189.21590643274854
17019.0,1.0,12.0,0.0,2.0,0.36,0.3788,0.93,0.0,14.0,92.0,106.0,22340,2,9,25,9,0,0,1,0.3348,0.15053763440860216,0,11,189.6654621750787
17020.0,1.0,12.0,0.0,2.0,0.4,0.4091,0.82,0.194,,83.0,89.0,73537,2,2,11,6,2,0,0,0.328,,0,4,189.6654621750787
17021.0,1.0,12.0,0.0,2.0,0.36,0.3485,0.93,0.1343,4.0,29.0,,70396,1,4,30,1,2,0,1,0.3348,0.13333333333333333,0,5,189.6654621750787
17022.0,1.0,12.0,1.0,2.0,0.38,0.3939,0.87,0.0,2.0,26.0,28.0,72389,1,2,38,10,2,0,1,0.3306,0.07407407407407407,0,3,189.6654621750787
17023.0,1.0,12.0,1.0,2.0,0.38,0.3939,0.87,0.1045,1.0,14.0,15.0,68569,5,8,90,5,2,0,1,0.3306,0.06666666666666667,0,13,189.6654621750787
17024.0,1.0,12.0,1.0,2.0,0.38,0.3939,0.94,0.0,,4.0,5.0,31055,3,1,80,8,0,1,1,0.35719999999999996,,0,4,189.21590643274854
17025.0,1.0,12.0,1.0,2.0,0.36,0.3788,0.93,0.0,0.0,,3.0,44418,2,3,6,8,0,1,0,0.3348,,0,5,189.21590643274854
17026.0,1.0,12.0,1.0,3.0,0.36,0.3788,1.0,0.0,2.0,3.0,5.0,26055,5,3,65,6,1,1,1,0.36,0.5,0,8,189.21590643274854
17027.0,1.0,12.0,1.0,2.0,0.38,0.3939,0.87,0.0,0.0,24.0,24.0,37818,5,3,37,8,0,0,0,0.3306,0.0,0,8,189.6654621750787
17028.0,1.0,12.0,1.0,2.0,0.36,0.3485,0.93,0.1343,1.0,107.0,108.0,77899,1,10,37,3,1,0,1,0.3348,0.009259259259259259,0,11,189.6654621750787
17029.0,1.0,12.0,1.0,2.0,0.36,0.3485,,0.1343,5.0,314.0,319.0,23648,5,1,57,4,2,1,1,,0.015873015873015872,0,6,189.21590643274854
17030.0,1.0,12.0,1.0,,0.38,0.3939,0.87,0.1045,10.0,582.0,592.0,80667,1,3,100,2,2,0,0,0.3306,0.017152658662092625,0,4,189.6654621750787
17031.0,1.0,12.0,1.0,2.0,0.4,0.4091,0.87,0.0,11.0,271.0,282.0,56580,1,5,62,10,2,1,0,0.34800000000000003,0.04044117647058824,0,6,189.21590643274854
17032.0,1.0,12.0,1.0,2.0,0.38,0.3939,0.87,0.0896,15.0,120.0,135.0,30490,1,9,34,8,0,0,1,0.3306,0.12396694214876033,0,10,189.6654621750787
17033.0,1.0,12.0,1.0,2.0,0.4,0.4091,0.87,0.0896,22.0,148.0,170.0,89191,3,4,59,6,0,0,1,0.34800000000000003,0.1476510067114094,0,7,189.6654621750787
17034.0,1.0,12.0,1.0,2.0,0.4,0.4091,0.87,0.0,21.0,211.0,232.0,40673,2,1,84,8,1,1,0,0.34800000000000003,0.09905660377358491,0,3,189.21590643274854
17035.0,1.0,12.0,1.0,,0.4,0.4091,0.87,0.1343,16.0,194.0,210.0,40908,3,4,72,4,0,1,0,0.34800000000000003,0.08205128205128205,0,7,189.21590643274854
17036.0,1.0,12.0,1.0,2.0,0.4,0.4091,0.87,0.0896,12.0,169.0,181.0,68441,1,4,49,1,1,0,0,0.34800000000000003,0.07058823529411765,0,5,189.6654621750787
17037.0,1.0,12.0,1.0,2.0,0.42,0.4242,0.88,0.0,15.0,196.0,211.0,44147,3,8,56,3,1,0,1,0.3696,0.07614213197969544,0,11,189.6654621750787
17038.0,1.0,12.0,1.0,3.0,0.4,0.4091,0.94,0.2537,15.0,287.0,302.0,39702,1,10,16,3,1,0,0,0.376,0.052083333333333336,0,11,189.6654621750787
17039.0,1.0,12.0,1.0,2.0,0.4,0.4091,0.94,0.2537,17.0,478.0,495.0,32521,1,1,98,7,2,1,0,0.376,0.03549060542797495,0,2,189.21590643274854
17040.0,1.0,12.0,1.0,2.0,0.4,0.4091,0.94,0.0896,14.0,493.0,507.0,88180,4,1,21,9,0,0,0,0.376,0.02834008097165992,0,5,189.6654621750787
17041.0,1.0,12.0,1.0,2.0,0.42,0.4242,0.88,0.1343,7.0,333.0,340.0,62834,3,10,26,10,1,0,0,0.3696,0.020958083832335328,0,13,189.6654621750787
,1.0,12.0,1.0,2.0,0.42,0.4242,0.94,0.2537,8.0,192.0,200.0,61732,1,2,22,5,1,0,0,0.3948,0.04145077720207254,0,3,189.6654621750787
17043.0,1.0,12.0,1.0,2.0,0.42,0.4242,0.94,0.1343,6.0,114.0,120.0,85570,1,1,33,4,1,0,0,0.3948,0.05217391304347826,0,2,189.6654621750787
,1.0,12.0,1.0,2.0,0.42,0.4242,0.94,0.1343,5.0,49.0,54.0,68183,5,1,41,4,2,0,0,0.3948,0.1,0,6,189.6654621750787
17045.0,1.0,,1.0,3.0,0.42,0.4242,0.94,0.2239,6.0,41.0,47.0,76052,3,3,69,2,1,1,0,0.3948,0.14285714285714285,0,6,189.21590643274854
17046.0,1.0,12.0,2.0,2.0,0.44,0.4394,0.94,0.1343,0.0,18.0,18.0,57355,4,10,25,4,1,1,0,0.41359999999999997,0.0,0,14,189.21590643274854
17047.0,1.0,12.0,2.0,2.0,0.44,0.4394,0.94,0.1343,0.0,15.0,15.0,73547,4,1,15,8,2,0,1,0.41359999999999997,0.0,0,5,189.6654621750787
17048.0,1.0,12.0,2.0,2.0,0.44,,0.88,0.2239,2.0,5.0,7.0,87195,3,1,52,2,1,1,1,0.3872,0.3333333333333333,0,4,189.21590643274854
17049.0,1.0,12.0,2.0,1.0,0.42,,0.88,0.194,0.0,5.0,5.0,81866,2,4,93,10,0,0,0,0.3696,0.0,0,6,189.6654621750787
17050.0,1.0,,2.0,1.0,0.42,0.4242,0.82,0.1642,3.0,5.0,8.0,93982,1,7,15,9,2,0,0,0.3444,0.5,0,8,189.6654621750787
17051.0,1.0,12.0,2.0,1.0,0.38,0.3939,0.87,0.0896,0.0,36.0,36.0,70607,4,6,33,8,2,0,0,0.3306,0.0,0,10,189.6654621750787
17052.0,1.0,12.0,2.0,,0.36,0.3485,0.93,0.1642,1.0,117.0,118.0,61014,4,10,17,1,0,0,1,0.3348,0.00847457627118644,0,14,189.6654621750787
17053.0,1.0,12.0,2.0,1.0,0.36,0.3485,0.93,0.1343,4.0,351.0,355.0,73287,2,7,80,9,0,0,1,0.3348,0.011363636363636364,0,9,189.6654621750787
17054.0,1.0,12.0,2.0,1.0,0.38,0.3939,0.94,0.0,10.0,652.0,662.0,63232,2,4,61,7,0,1,0,0.35719999999999996,0.015313935681470138,0,6,189.21590643274854
17055.0,1.0,12.0,2.0,1.0,0.4,0.4091,0.87,0.0896,19.0,307.0,326.0,40941,4,7,55,6,0,1,0,0.34800000000000003,0.06168831168831169,0,11,189.21590643274854
17056.0,1.0,12.0,2.0,1.0,0.44,0.4394,0.77,0.0896,22.0,162.0,184.0,66590,1,2,37,8,2,0,0,0.3388,0.13496932515337423,0,3,189.6654621750787
17057.0,1.0,12.0,2.0,1.0,0.48,0.4697,0.63,0.2239,58.0,211.0,269.0,54281,2,3,8,2,2,1,0,0.3024,0.27358490566037735,0,5,189.21590643274854
17058.0,1.0,12.0,2.0,3.0,0.48,0.4697,0.48,0.2537,49.0,264.0,313.0,47329,2,2,10,9,0,0,1,0.2304,0.18490566037735848,0,4,189.6654621750787
17059.0,1.0,12.0,2.0,1.0,0.5,0.4848,0.42,0.2836,51.0,235.0,286.0,43654,3,6,39,3,2,0,1,0.21,0.21610169491525424,0,9,189.6654621750787
17060.0,1.0,12.0,2.0,1.0,0.46,0.4545,0.47,0.4478,56.0,191.0,247.0,36979,5,9,41,3,2,0,1,0.2162,0.2916666666666667,0,14,189.6654621750787
17061.0,1.0,,2.0,1.0,0.46,0.4545,0.44,0.4925,28.0,218.0,246.0,75279,4,5,42,10,0,0,0,0.2024,0.1278538812785388,0,9,189.6654621750787
17062.0,1.0,12.0,2.0,,0.44,0.4394,0.41,0.4627,40.0,323.0,363.0,60743,4,8,7,1,2,1,0,0.18039999999999998,0.12345679012345678,0,12,189.21590643274854
17063.0,1.0,12.0,2.0,1.0,,0.4091,0.47,0.4478,39.0,533.0,572.0,93560,4,10,69,9,1,0,0,,0.07303370786516854,0,14,189.6654621750787
17064.0,1.0,12.0,2.0,1.0,0.38,0.3939,0.46,0.3284,13.0,512.0,525.0,35831,3,2,85,10,0,1,1,0.1748,0.025341130604288498,0,5,189.21590643274854
17065.0,1.0,12.0,2.0,1.0,0.38,0.3939,0.46,0.3881,19.0,,353.0,90511,4,2,13,3,0,1,1,0.1748,,0,6,189.21590643274854
17066.0,1.0,12.0,2.0,1.0,0.36,0.3333,0.5,0.2537,4.0,264.0,268.0,64146,4,8,29,8,0,1,1,0.18,0.01509433962264151,0,12,189.21590643274854
17067.0,1.0,12.0,2.0,1.0,0.36,0.3485,0.5,0.2239,9.0,,168.0,86851,2,8,45,8,0,0,1,0.18,,0,10,189.6654621750787
,1.0,12.0,2.0,1.0,0.34,0.3333,0.49,0.0,5.0,127.0,132.0,72818,4,4,58,3,1,1,1,0.1666,0.0390625,0,8,189.21590643274854
17069.0,1.0,12.0,2.0,1.0,0.34,0.3485,0.49,0.0896,1.0,80.0,81.0,57881,4,1,38,4,0,1,1,0.1666,0.012345679012345678,0,5,189.21590643274854
17070.0,1.0,12.0,3.0,1.0,0.3,0.3182,0.61,0.0,6.0,35.0,41.0,78590,1,7,13,3,2,0,1,0.183,0.16666666666666666,0,8,189.6654621750787
17071.0,1.0,12.0,3.0,1.0,0.3,0.3182,0.65,0.0896,1.0,14.0,15.0,26964,1,2,60,8,2,1,1,0.195,0.06666666666666667,0,3,189.21590643274854
17072.0,1.0,12.0,3.0,1.0,0.28,0.303,0.65,0.0896,1.0,2.0,3.0,53793,3,6,23,4,0,1,1,0.18200000000000002,0.3333333333333333,0,9,189.21590643274854
17073.0,1.0,12.0,3.0,1.0,0.26,0.2727,0.75,0.1343,0.0,5.0,5.0,36311,3,1,23,5,2,1,1,0.195,0.0,0,4,189.21590643274854
,1.0,12.0,3.0,1.0,0.24,0.2424,0.75,0.1343,1.0,6.0,7.0,72120,4,10,52,10,1,0,1,0.18,0.14285714285714285,0,14,189.6654621750787
17075.0,1.0,12.0,3.0,1.0,0.26,0.2879,0.75,0.0896,2.0,29.0,31.0,38982,3,2,12,7,0,1,0,0.195,0.06666666666666667,0,5,189.21590643274854
17076.0,1.0,12.0,3.0,1.0,0.24,0.2576,0.75,0.0896,3.0,109.0,112.0,92826,3,10,73,6,0,0,1,0.18,0.02727272727272727,0,13,189.6654621750787
17077.0,1.0,12.0,3.0,1.0,0.26,0.2727,0.75,0.1343,3.0,360.0,363.0,31809,3,6,27,1,2,1,1,0.195,0.008310249307479225,0,9,189.21590643274854
17078.0,1.0,12.0,3.0,1.0,0.24,0.2576,0.87,0.1045,13.0,665.0,678.0,94250,2,2,61,10,2,1,0,0.20879999999999999,0.01951951951951952,0,4,189.21590643274854
17079.0,1.0,12.0,3.0,1.0,0.28,0.2879,0.75,0.1045,8.0,309.0,317.0,69441,2,3,1,9,2,0,1,0.21000000000000002,0.025806451612903226,0,5,189.6654621750787
17080.0,,12.0,3.0,1.0,0.32,0.3333,0.7,0.1045,17.0,147.0,164.0,84499,2,8,15,3,2,0,0,0.22399999999999998,0.11486486486486487,0,10,189.6654621750787
17081.0,1.0,12.0,3.0,1.0,0.4,0.4091,0.54,0.2239,31.0,169.0,200.0,53950,3,10,12,4,2,1,0,0.21600000000000003,0.18235294117647058,0,13,189.21590643274854
17082.0,1.0,12.0,3.0,1.0,0.4,0.4091,0.54,0.2836,33.0,203.0,236.0,23131,4,4,7,3,1,1,1,0.21600000000000003,0.16176470588235295,0,8,189.21590643274854
17083.0,1.0,12.0,3.0,1.0,0.42,,0.5,0.194,30.0,183.0,213.0,39412,2,6,41,6,2,0,1,0.21,0.16304347826086957,0,8,189.6654621750787
17084.0,1.0,12.0,3.0,1.0,0.42,0.4242,0.5,0.194,33.0,185.0,218.0,71830,5,8,42,3,2,1,0,0.21,0.1774193548387097,0,13,189.21590643274854
17085.0,1.0,12.0,3.0,1.0,0.42,0.4242,0.5,0.2836,28.0,209.0,237.0,79079,5,9,8,7,0,1,0,0.21,0.13333333333333333,0,14,189.21590643274854
17086.0,1.0,12.0,3.0,1.0,0.42,0.4242,0.5,0.3582,37.0,297.0,334.0,30866,4,6,57,5,1,1,0,0.21,0.12416107382550336,0,10,189.21590643274854
17087.0,1.0,12.0,3.0,,0.4,0.4091,0.5,0.3881,26.0,536.0,562.0,38397,4,5,9,1,0,1,0,0.2,0.048417132216014895,0,9,189.21590643274854
,1.0,12.0,3.0,1.0,0.38,0.3939,0.5,0.3582,23.0,546.0,569.0,51821,4,7,79,2,2,1,0,0.19,0.04204753199268738,0,11,189.21590643274854
17089.0,1.0,12.0,3.0,1.0,0.38,0.3939,0.5,0.3881,7.0,329.0,336.0,47677,5,3,24,2,2,0,1,0.19,0.021212121212121213,0,8,189.6654621750787
17090.0,1.0,12.0,3.0,1.0,0.36,0.3485,0.57,0.2239,10.0,,241.0,37385,1,7,62,5,1,0,0,0.20519999999999997,,0,8,189.6654621750787
17091.0,1.0,12.0,3.0,1.0,0.34,0.3182,0.61,0.2239,4.0,164.0,168.0,74835,3,9,89,6,0,1,1,0.2074,0.024242424242424242,0,12,189.21590643274854
17092.0,1.0,12.0,3.0,1.0,0.34,0.3485,0.61,0.0896,12.0,117.0,129.0,82426,3,7,21,10,2,0,0,0.2074,0.1016949152542373,0,10,189.6654621750787
17093.0,1.0,12.0,3.0,1.0,0.32,0.3333,0.66,0.1343,4.0,84.0,88.0,42044,1,1,27,6,0,0,1,0.21120000000000003,0.047058823529411764,0,2,189.6654621750787
17094.0,1.0,12.0,4.0,1.0,0.32,0.3333,0.61,0.1343,2.0,40.0,42.0,36031,3,9,88,7,0,1,0,0.1952,0.04878048780487805,0,12,189.21590643274854
17095.0,1.0,12.0,4.0,1.0,0.32,0.3485,0.66,0.0,1.0,19.0,20.0,28306,2,9,69,6,0,0,0,0.21120000000000003,0.05,0,11,189.6654621750787
17096.0,1.0,12.0,4.0,1.0,0.32,0.3485,0.66,0.0,2.0,6.0,,41221,5,4,49,4,0,0,1,0.21120000000000003,0.2857142857142857,0,9,189.6654621750787
17097.0,1.0,12.0,4.0,2.0,0.3,0.3182,0.7,0.0896,1.0,3.0,4.0,38604,5,5,34,2,0,1,1,0.21,0.25,0,10,189.21590643274854
17098.0,1.0,12.0,4.0,2.0,0.3,0.3182,0.7,0.0896,0.0,6.0,6.0,94821,2,5,6,6,1,0,0,0.21,0.0,0,7,189.6654621750787
17099.0,1.0,12.0,4.0,2.0,0.3,0.3182,0.7,0.1045,0.0,35.0,35.0,55194,3,8,69,9,1,0,0,0.21,0.0,0,11,189.6654621750787
17100.0,1.0,12.0,4.0,2.0,0.3,0.3333,0.65,0.0,4.0,114.0,118.0,86554,5,4,23,6,1,0,1,0.195,0.034782608695652174,0,9,189.6654621750787
17101.0,1.0,12.0,4.0,2.0,0.3,0.3333,0.7,0.0,4.0,346.0,350.0,58522,1,7,98,2,2,0,0,0.21,0.011527377521613832,0,8,189.6654621750787
17102.0,1.0,12.0,4.0,2.0,0.3,0.3333,0.7,0.0,14.0,585.0,599.0,39056,1,6,14,10,0,0,1,0.21,0.023890784982935155,0,7,189.6654621750787
17103.0,1.0,12.0,4.0,2.0,0.3,0.3333,0.7,0.0,14.0,303.0,317.0,87607,2,5,87,6,2,1,1,0.21,0.046052631578947366,0,7,189.21590643274854
17104.0,1.0,12.0,4.0,2.0,0.32,0.3333,0.66,0.0,23.0,138.0,161.0,87623,4,3,88,4,1,0,0,0.21120000000000003,0.16546762589928057,0,7,189.6654621750787
17105.0,1.0,12.0,4.0,2.0,0.34,0.3182,0.57,0.2239,22.0,168.0,190.0,77395,1,8,86,1,2,0,0,0.1938,0.1301775147928994,0,9,189.6654621750787
17106.0,1.0,12.0,4.0,2.0,0.36,0.3485,0.53,0.1642,31.0,181.0,212.0,89016,2,2,37,1,2,1,1,0.1908,0.17032967032967034,0,4,189.21590643274854
17107.0,1.0,12.0,4.0,2.0,0.36,0.3485,0.57,0.194,46.0,171.0,217.0,54414,4,10,1,10,0,0,1,0.20519999999999997,0.26744186046511625,0,14,189.6654621750787
17108.0,1.0,12.0,4.0,2.0,0.36,0.3485,0.53,0.194,43.0,171.0,214.0,40859,1,9,11,3,0,1,0,0.1908,0.25,0,10,189.21590643274854
17109.0,1.0,12.0,4.0,2.0,0.34,0.3333,0.57,0.194,33.0,216.0,249.0,58651,3,1,40,10,1,1,0,0.1938,0.15207373271889402,0,4,189.21590643274854
17110.0,1.0,12.0,4.0,2.0,0.34,0.303,0.53,0.3284,21.0,281.0,302.0,84829,5,7,76,6,0,1,1,0.18020000000000003,0.07446808510638298,0,12,189.21590643274854
17111.0,1.0,12.0,4.0,2.0,0.34,0.3333,,0.194,25.0,450.0,475.0,34170,3,4,8,9,1,0,1,,0.05543237250554324,0,7,189.6654621750787
17112.0,1.0,12.0,4.0,2.0,0.34,0.3333,0.71,0.194,22.0,359.0,381.0,40319,4,9,100,10,2,1,0,0.2414,0.06111111111111111,0,13,189.21590643274854
17113.0,1.0,12.0,4.0,3.0,0.34,0.3182,0.71,0.2537,3.0,115.0,118.0,97766,2,6,67,6,2,0,1,0.2414,0.02586206896551724,0,8,189.6654621750787
17114.0,1.0,12.0,4.0,3.0,0.34,0.3333,0.76,0.1642,1.0,49.0,50.0,44366,3,4,38,2,2,0,0,0.2584,0.02,0,7,189.6654621750787
17115.0,1.0,12.0,4.0,3.0,0.34,0.3333,0.76,0.1642,1.0,25.0,26.0,86694,2,10,61,3,1,1,0,0.2584,0.038461538461538464,0,12,189.21590643274854
17116.0,1.0,12.0,4.0,3.0,0.34,0.3333,0.87,0.194,1.0,20.0,21.0,84976,3,6,75,5,0,0,1,0.2958,0.047619047619047616,0,9,189.6654621750787
17117.0,1.0,,4.0,3.0,0.4,0.4091,0.82,0.2985,0.0,13.0,13.0,81546,3,2,20,4,2,0,1,0.328,0.0,0,5,189.6654621750787
17118.0,1.0,12.0,5.0,3.0,0.42,0.4242,0.88,0.2985,0.0,17.0,17.0,33127,2,3,54,5,1,0,0,0.3696,0.0,0,5,189.6654621750787
17119.0,1.0,12.0,5.0,3.0,0.44,0.4394,0.88,,2.0,7.0,9.0,61940,2,6,29,8,0,1,0,0.3872,0.25,0,8,189.21590643274854
17120.0,1.0,12.0,5.0,3.0,,0.4545,0.94,0.3881,0.0,3.0,3.0,88632,1,10,56,2,2,0,1,,0.0,0,11,189.6654621750787
17121.0,1.0,12.0,5.0,3.0,0.46,0.4545,0.94,0.3881,0.0,3.0,3.0,74961,2,3,59,7,2,0,0,0.4324,0.0,0,5,189.6654621750787
17122.0,1.0,12.0,5.0,2.0,0.36,0.3182,0.71,0.4925,1.0,5.0,6.0,77827,4,5,56,4,1,0,1,0.2556,0.16666666666666666,0,9,189.6654621750787
17123.0,1.0,12.0,5.0,2.0,0.34,0.303,0.76,0.4179,0.0,13.0,13.0,40503,1,1,53,5,0,0,0,0.2584,0.0,0,2,189.6654621750787
17124.0,1.0,12.0,5.0,2.0,0.34,0.2879,0.57,0.5821,4.0,76.0,80.0,54547,2,8,45,7,2,1,0,0.1938,0.05194805194805195,0,10,189.21590643274854
17125.0,1.0,12.0,5.0,2.0,0.32,0.3182,0.57,0.194,3.0,205.0,208.0,72032,4,5,86,8,0,1,0,0.18239999999999998,0.014563106796116505,0,9,189.21590643274854
17126.0,1.0,12.0,5.0,2.0,0.32,0.303,0.57,0.2836,8.0,464.0,472.0,68193,1,6,57,1,2,1,0,0.18239999999999998,0.017204301075268817,0,7,189.21590643274854
17127.0,1.0,12.0,5.0,2.0,0.32,,0.45,0.5522,2.0,265.0,267.0,23329,3,5,25,3,2,1,0,0.14400000000000002,0.007518796992481203,0,8,189.21590643274854
17128.0,1.0,12.0,5.0,1.0,0.32,0.2879,0.42,0.4627,8.0,146.0,154.0,98912,5,3,54,4,2,0,1,0.1344,0.05442176870748299,0,8,189.6654621750787
