instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
12253.0,1.0,0.7346938775510204,0.6667,0.48,0.1053250264488068,83.0,756.0,839.0,faible,frequent,97376,residentiel,5,7,35,1,0,0,1
12254.0,1.0,0.7346938775510204,0.6667,0.48,0.1930175149876572,50.0,746.0,796.0,moyen,frequent,73402,residentiel,2,4,93,3,1,0,1
12255.0,1.0,0.7142857142857143,0.6667,0.54,0.1930175149876572,50.0,506.0,556.0,faible,frequent,69926,residentiel,1,10,9,6,0,0,1
12256.0,2.0,0.5306122448979592,0.5152,0.6,0.1578699894204772,57.0,374.0,431.0,faible,frequent,86691,commercial,5,5,58,3,0,0,0
12257.0,1.0,0.6734693877551021,0.6364,0.57,0.1578699894204772,41.0,263.0,304.0,faible,occasionnel,41447,residentiel,2,9,50,5,0,1,1
12258.0,1.0,0.653061224489796,0.6212,0.69,0.1228400141060303,26.0,191.0,217.0,faible,frequent,69634,commercial,4,6,26,9,0,0,0
12259.0,1.0,0.653061224489796,0.6212,0.65,0.1228400141060303,39.0,121.0,160.0,élevé,occasionnel,26172,commercial,2,1,83,1,2,1,0
12260.0,1.0,0.6326530612244898,0.6061,0.69,0.1578699894204772,13.0,48.0,61.0,faible,frequent,25993,commercial,2,6,44,6,0,0,0
12261.0,1.0,0.6326530612244898,0.6061,0.69,0.1053250264488068,4.0,22.0,26.0,moyen,frequent,20724,commercial,5,3,25,5,1,0,0
12262.0,1.0,0.6326530612244898,0.6061,0.65,0.1053250264488068,6.0,8.0,14.0,faible,frequent,26692,residentiel,2,1,58,3,0,0,1
12263.0,1.0,0.6122448979591837,0.6061,0.69,0.1053250264488068,0.0,8.0,8.0,moyen,frequent,65009,residentiel,2,7,34,4,1,0,1
12264.0,1.0,0.6122448979591837,0.6061,0.69,0.0,0.0,8.0,8.0,élevé,frequent,52593,commercial,4,8,92,4,2,0,0
12265.0,1.0,0.6122448979591837,0.6061,0.69,0.298224991183731,1.0,32.0,33.0,élevé,frequent,70171,commercial,5,9,100,2,2,0,0
12266.0,1.0,0.5918367346938775,0.5909,0.73,0.2631950158692841,7.0,171.0,178.0,élevé,frequent,39384,residentiel,2,2,21,8,2,0,1
12267.0,1.0,0.5918367346938775,0.6061,0.64,0.333372516750911,18.0,489.0,507.0,élevé,occasionnel,27447,commercial,5,8,4,10,2,1,0
12268.0,1.0,0.6122448979591837,0.6212,0.57,0.298224991183731,18.0,675.0,693.0,moyen,occasionnel,51564,commercial,2,5,57,8,1,1,0
12269.0,1.0,0.653061224489796,0.6212,0.47,0.298224991183731,47.0,264.0,311.0,élevé,occasionnel,48841,residentiel,4,6,19,9,2,1,1
12270.0,1.0,0.6938775510204082,0.6364,0.39,0.4562125308569413,65.0,155.0,220.0,moyen,frequent,31480,commercial,3,7,61,3,1,0,0
12271.0,1.0,0.7142857142857143,0.6515,0.37,0.333372516750911,65.0,153.0,218.0,moyen,occasionnel,52475,commercial,2,10,59,9,1,1,0
12271.0,1.0,0.7142857142857143,0.6515,0.37,0.2280474903021041,62.0,153.0,292.0,élevé,frequent,49783,commercial,4,8,64,10,2,0,0
12273.0,1.0,0.7346938775510204,0.6515,0.35,0.1578699894204772,77.0,216.0,293.0,élevé,occasionnel,66478,residentiel,3,3,97,10,2,1,1
12274.0,1.0,0.7551020408163265,0.6667,0.35,0.2280474903021041,61.0,193.0,254.0,élevé,occasionnel,75851,residentiel,5,9,44,3,2,1,1
12275.0,1.0,0.7551020408163265,0.6667,0.33,0.3508875044081345,81.0,209.0,290.0,élevé,occasionnel,63154,commercial,2,9,28,1,2,1,0
12276.0,1.0,0.7551020408163265,0.6667,0.33,0.333372516750911,103.0,209.0,487.0,faible,occasionnel,73878,commercial,3,9,73,8,0,1,0
12277.0,1.0,0.7551020408163265,0.6667,0.31,0.1930175149876572,85.0,742.0,827.0,élevé,frequent,31377,commercial,1,1,19,5,2,0,0
12278.0,1.0,0.7346938775510204,0.6515,0.3,0.2280474903021041,85.0,700.0,785.0,élevé,occasionnel,69452,commercial,4,10,98,6,2,1,0
12279.0,1.0,0.7142857142857143,0.6515,0.34,0.1930175149876572,104.0,487.0,591.0,élevé,frequent,71346,residentiel,2,7,99,3,2,0,1
12280.0,1.0,0.6734693877551021,0.6364,0.44,0.1930175149876572,88.0,391.0,479.0,moyen,occasionnel,44500,residentiel,2,2,52,8,1,1,1
12281.0,1.0,0.6734693877551021,0.6364,0.44,0.1930175149876572,41.0,318.0,359.0,élevé,frequent,29289,residentiel,2,8,32,5,2,0,1
12282.0,1.0,0.653061224489796,0.6212,0.5,0.1930175149876572,43.0,318.0,359.0,faible,frequent,37995,residentiel,5,7,95,3,0,0,1
12283.0,1.0,0.653061224489796,0.6212,0.54,0.2631950158692841,26.0,114.0,140.0,élevé,frequent,24403,residentiel,2,2,14,6,2,0,1
12284.0,1.0,0.653061224489796,0.6212,0.5,0.298224991183731,10.0,76.0,86.0,élevé,frequent,56641,commercial,5,3,72,4,2,0,0
12285.0,1.0,0.6326530612244898,0.6212,0.53,0.2631950158692841,0.0,34.0,34.0,faible,occasionnel,80928,commercial,1,5,89,3,0,1,0
12286.0,1.0,0.6326530612244898,0.6212,0.57,0.2631950158692841,3.0,13.0,16.0,moyen,occasionnel,94107,commercial,1,9,74,9,1,1,0
12287.0,2.0,0.6122448979591837,0.5909,0.73,0.1053250264488068,0.0,4.0,4.0,moyen,occasionnel,55398,residentiel,3,8,93,4,1,1,1
12288.0,2.0,0.6122448979591837,0.5909,0.73,0.1053250264488068,1.0,5.0,6.0,moyen,frequent,44873,residentiel,5,5,74,5,1,0,1
12289.0,2.0,0.6122448979591837,0.5909,0.78,0.1053250264488068,4.0,41.0,45.0,faible,occasionnel,29179,residentiel,3,7,52,7,0,1,1
12290.0,3.0,0.6122448979591837,0.5606,0.88,0.1578699894204772,5.0,136.0,141.0,faible,frequent,78321,residentiel,2,4,42,8,0,0,1
12291.0,2.0,0.6326530612244898,0.5758,0.89,0.2280474903021041,33.0,369.0,402.0,élevé,frequent,70999,residentiel,3,3,20,8,2,0,1
12292.0,2.0,0.6326530612244898,0.5758,0.89,0.2280474903021041,19.0,675.0,694.0,élevé,occasionnel,50041,commercial,1,10,64,8,2,1,0
12293.0,2.0,0.6326530612244898,0.5758,0.83,0.2631950158692841,24.0,274.0,298.0,élevé,occasionnel,31788,residentiel,2,2,79,5,2,1,1
12293.0,2.0,0.653061224489796,0.5758,0.78,0.333372516750911,49.0,155.0,204.0,élevé,occasionnel,20053,commercial,3,3,62,5,2,1,0
12295.0,2.0,0.6938775510204082,0.6667,0.74,0.333372516750911,42.0,193.0,235.0,faible,occasionnel,67673,residentiel,4,1,86,1,0,1,1
12296.0,2.0,0.6938775510204082,0.6667,0.74,0.4210650052897614,72.0,238.0,310.0,moyen,occasionnel,52541,commercial,4,1,17,7,1,1,0
12297.0,1.0,0.7142857142857143,0.6818,0.74,0.3508875044081345,76.0,240.0,316.0,élevé,frequent,24292,residentiel,3,3,55,4,2,0,1
12298.0,3.0,0.7142857142857143,0.6818,0.66,0.333372516750911,55.0,199.0,254.0,faible,occasionnel,56451,commercial,2,5,60,3,0,1,0
12299.0,3.0,0.7142857142857143,0.6818,0.66,0.333372516750911,45.0,213.0,258.0,moyen,frequent,62001,residentiel,2,10,25,4,1,0,1
12300.0,3.0,0.7346938775510204,0.6818,0.58,0.5263900317385682,36.0,186.0,222.0,élevé,occasionnel,81565,commercial,5,2,14,3,2,1,0
12301.0,3.0,0.6938775510204082,0.6515,0.7,0.298224991183731,25.0,202.0,227.0,moyen,occasionnel,99014,residentiel,3,4,75,3,1,1,1
12302.0,3.0,0.6122448979591837,0.5606,0.88,0.4210650052897614,10.0,100.0,110.0,moyen,occasionnel,25988,commercial,1,6,64,4,1,1,0
12303.0,3.0,0.6122448979591837,0.5606,0.88,0.4210650052897614,4.0,41.0,45.0,faible,occasionnel,55213,commercial,3,6,75,8,0,1,0
12304.0,3.0,0.6122448979591837,0.5455,0.94,0.298224991183731,1.0,38.0,39.0,moyen,frequent,83575,residentiel,5,9,42,9,1,0,1
12304.0,3.0,0.6326530612244898,0.5909,0.78,0.298224991183731,12.0,73.0,85.0,moyen,occasionnel,36727,residentiel,4,6,9,2,1,1,1
12306.0,3.0,0.5918367346938775,0.5455,0.88,0.1578699894204772,1.0,22.0,23.0,moyen,frequent,55660,residentiel,2,7,41,7,1,0,1
12307.0,3.0,0.5918367346938775,0.5455,0.88,0.1578699894204772,6.0,67.0,73.0,élevé,frequent,38620,commercial,2,3,1,3,2,0,0
12308.0,2.0,0.5510204081632654,0.5303,0.83,0.1578699894204772,5.0,81.0,86.0,faible,occasionnel,78294,residentiel,3,6,37,10,0,1,1
12309.0,2.0,0.5510204081632654,0.5303,0.83,0.1228400141060303,15.0,61.0,76.0,moyen,frequent,70820,commercial,4,2,27,2,1,0,0
12310.0,2.0,0.5306122448979592,0.5152,0.88,0.0,15.0,38.0,41.0,élevé,occasionnel,56409,commercial,5,3,90,1,2,1,0
12311.0,1.0,0.5510204081632654,0.5303,0.73,0.298224991183731,8.0,18.0,26.0,moyen,frequent,80086,residentiel,5,6,80,6,1,0,1
12312.0,1.0,0.5306122448979592,0.5152,0.68,0.333372516750911,2.0,11.0,13.0,élevé,occasionnel,44104,commercial,2,5,60,6,2,1,0
12313.0,1.0,0.4897959183673469,0.4848,0.72,0.2280474903021041,1.0,11.0,12.0,élevé,frequent,65002,residentiel,3,7,96,10,2,0,1
12314.0,2.0,0.4897959183673469,0.4848,0.77,0.2280474903021041,5.0,31.0,36.0,faible,occasionnel,83212,residentiel,4,3,15,1,0,1,1
12315.0,1.0,0.5102040816326531,0.5,0.72,0.1228400141060303,9.0,77.0,86.0,élevé,occasionnel,57280,residentiel,5,7,66,9,2,1,1
12316.0,1.0,0.5306122448979592,0.5152,0.64,0.1930175149876572,30.0,180.0,210.0,faible,occasionnel,81691,residentiel,2,9,90,1,0,1,1
12317.0,1.0,0.5510204081632654,0.5303,0.6,0.298224991183731,89.0,243.0,332.0,élevé,occasionnel,28270,commercial,3,2,16,7,2,1,0
12318.0,1.0,0.5918367346938775,0.6212,0.53,0.3508875044081345,145.0,348.0,493.0,moyen,occasionnel,56622,commercial,3,8,90,6,1,1,0
12319.0,1.0,0.5714285714285714,0.5455,0.46,0.333372516750911,179.0,357.0,536.0,élevé,occasionnel,73327,residentiel,3,6,27,2,2,1,1
12320.0,1.0,0.6122448979591837,0.6212,0.43,0.4210650052897614,250.0,418.0,668.0,faible,occasionnel,54869,commercial,4,1,60,1,0,1,0
12321.0,1.0,0.6122448979591837,0.6212,0.41,0.298224991183731,279.0,400.0,679.0,élevé,frequent,80856,residentiel,4,6,77,8,2,0,1
12322.0,1.0,0.6326530612244898,0.6212,0.38,0.3508875044081345,259.0,388.0,647.0,faible,occasionnel,45030,residentiel,5,8,100,4,0,1,1
12323.0,1.0,0.6326530612244898,0.6212,0.38,0.298224991183731,297.0,388.0,702.0,moyen,frequent,41230,commercial,3,4,91,1,1,0,0
12324.0,1.0,0.6326530612244898,0.6212,0.38,0.298224991183731,275.0,369.0,644.0,faible,occasionnel,66960,residentiel,4,6,81,10,0,1,1
12325.0,1.0,0.6326530612244898,0.6212,0.36,0.0,248.0,338.0,586.0,moyen,frequent,35112,residentiel,1,4,43,8,1,0,1
12326.0,1.0,0.6326530612244898,0.6212,0.36,0.0,171.0,341.0,512.0,faible,frequent,52536,residentiel,5,7,37,1,0,0,1
12327.0,1.0,0.6326530612244898,0.6212,0.36,0.1930175149876572,185.0,369.0,554.0,faible,occasionnel,82326,residentiel,3,6,36,6,0,1,1
12328.0,1.0,0.6122448979591837,0.6212,0.35,0.333372516750911,139.0,260.0,399.0,moyen,occasionnel,97067,residentiel,1,6,19,6,1,1,1
12329.0,1.0,0.5918367346938775,0.6212,0.4,0.1228400141060303,96.0,260.0,316.0,faible,occasionnel,42861,commercial,1,9,12,9,0,1,0
12330.0,1.0,0.5714285714285714,0.5455,0.46,0.1578699894204772,52.0,176.0,228.0,élevé,frequent,44575,commercial,2,10,52,3,2,0,0
12331.0,1.0,0.5510204081632654,0.5303,0.52,0.1228400141060303,53.0,185.0,238.0,élevé,occasionnel,45481,commercial,2,1,36,2,2,1,0
12332.0,1.0,0.5306122448979592,0.5152,0.6,0.1930175149876572,27.0,142.0,169.0,moyen,occasionnel,97853,commercial,2,6,86,3,1,1,0
12333.0,1.0,0.5306122448979592,0.5152,0.56,0.1578699894204772,21.0,100.0,121.0,faible,frequent,53826,residentiel,4,2,83,7,0,0,1
12334.0,1.0,0.5102040816326531,0.5,0.59,0.1228400141060303,22.0,67.0,89.0,faible,occasionnel,96432,commercial,5,5,16,3,0,1,0
12335.0,1.0,0.5102040816326531,0.5,0.63,0.1228400141060303,16.0,34.0,50.0,élevé,frequent,98336,residentiel,1,7,59,8,2,0,1
12336.0,1.0,0.4897959183673469,0.4848,0.72,0.1053250264488068,1.0,12.0,13.0,élevé,occasionnel,61183,commercial,4,4,88,9,2,1,0
12337.0,1.0,0.4897959183673469,0.4848,0.68,0.0,1.0,11.0,12.0,faible,frequent,36092,residentiel,1,5,73,3,0,0,1
12338.0,1.0,0.4489795918367347,0.4545,0.82,0.1228400141060303,6.0,16.0,22.0,élevé,frequent,84760,residentiel,2,8,89,4,2,0,1
12339.0,1.0,0.4897959183673469,0.4848,0.68,0.1228400141060303,6.0,29.0,35.0,élevé,frequent,51561,commercial,2,2,54,3,2,0,0
12340.0,1.0,0.4897959183673469,0.5152,0.6,0.1053250264488068,30.0,110.0,140.0,faible,frequent,26355,commercial,2,4,72,3,0,0,0
12341.0,1.0,0.5918367346938775,0.6212,0.46,0.2280474903021041,70.0,230.0,300.0,faible,frequent,26402,commercial,2,7,68,6,0,0,0
12342.0,1.0,0.6122448979591837,0.6212,0.43,0.2631950158692841,127.0,277.0,404.0,faible,occasionnel,34678,residentiel,3,10,96,7,0,1,1
12343.0,1.0,0.6326530612244898,0.6212,0.41,0.298224991183731,199.0,312.0,511.0,faible,occasionnel,35931,commercial,4,8,16,3,0,1,0
12344.0,1.0,0.653061224489796,0.6212,0.39,0.3508875044081345,276.0,408.0,684.0,faible,occasionnel,56562,residentiel,3,2,73,2,0,1,1
12345.0,1.0,0.6734693877551021,0.6364,0.36,0.333372516750911,265.0,421.0,686.0,faible,frequent,34777,residentiel,2,10,95,9,0,0,1
12346.0,1.0,0.6734693877551021,0.6364,0.36,0.3860350299753144,267.0,411.0,678.0,faible,frequent,85381,commercial,5,8,6,5,0,0,0
12347.0,1.0,0.6938775510204082,0.6364,0.34,0.0,236.0,408.0,644.0,moyen,frequent,69286,commercial,1,1,55,7,1,0,0
12348.0,1.0,0.6938775510204082,0.6364,0.34,0.3508875044081345,226.0,436.0,662.0,faible,frequent,95872,residentiel,3,9,66,8,0,0,1
12349.0,1.0,0.6938775510204082,0.6364,0.34,0.298224991183731,192.0,386.0,578.0,faible,occasionnel,55205,residentiel,3,4,39,10,0,1,1
12350.0,1.0,0.6938775510204082,0.6364,0.34,0.298224991183731,153.0,343.0,496.0,moyen,occasionnel,26940,residentiel,4,5,57,1,1,1,1
12351.0,1.0,0.6734693877551021,0.6364,0.34,0.333372516750911,116.0,337.0,453.0,moyen,occasionnel,42900,commercial,5,3,66,4,1,1,0
12352.0,1.0,0.653061224489796,0.6212,0.39,0.2280474903021041,84.0,230.0,314.0,élevé,frequent,56268,commercial,2,7,65,8,2,0,0
12353.0,1.0,0.6122448979591837,0.6212,0.43,0.1930175149876572,66.0,180.0,246.0,faible,occasionnel,79226,residentiel,4,4,4,7,0,1,1
12354.0,1.0,0.6122448979591837,0.6212,0.5,0.4562125308569413,61.0,165.0,226.0,élevé,occasionnel,36263,commercial,1,10,9,1,2,1,0
12355.0,1.0,0.5714285714285714,0.5455,0.53,0.1228400141060303,26.0,82.0,108.0,faible,frequent,79726,commercial,2,5,23,10,0,0,0
12356.0,1.0,0.5714285714285714,0.5455,0.53,0.0,11.0,38.0,49.0,élevé,occasionnel,74265,commercial,4,1,41,3,2,1,0
12357.0,3.0,0.5510204081632654,0.5303,0.6,0.1930175149876572,4.0,10.0,14.0,moyen,frequent,58613,residentiel,5,6,80,8,1,0,1
12358.0,1.0,0.5510204081632654,0.5303,0.6,0.2631950158692841,1.0,10.0,11.0,faible,frequent,88731,residentiel,4,2,25,8,0,0,1
12359.0,2.0,0.5510204081632654,0.5303,0.6,0.1930175149876572,1.0,5.0,5.0,élevé,occasionnel,94830,commercial,1,4,1,4,2,1,0
12360.0,1.0,0.5306122448979592,0.5152,0.64,0.1053250264488068,2.0,6.0,8.0,faible,occasionnel,47195,commercial,2,6,11,2,0,1,0
12361.0,1.0,0.5102040816326531,0.5,0.68,0.0,2.0,33.0,35.0,faible,occasionnel,22917,commercial,4,2,10,9,0,1,0
12362.0,1.0,0.5102040816326531,0.5,0.68,0.0,4.0,135.0,139.0,élevé,occasionnel,87356,residentiel,3,10,40,5,2,1,1
12363.0,1.0,0.5510204081632654,0.5303,0.6,0.2631950158692841,13.0,504.0,517.0,élevé,frequent,99734,commercial,3,9,12,9,2,0,0
12364.0,1.0,0.5918367346938775,0.6212,0.49,0.2631950158692841,22.0,643.0,665.0,élevé,occasionnel,73438,residentiel,2,1,41,2,2,1,1
12365.0,1.0,0.6122448979591837,0.6212,0.43,0.333372516750911,38.0,244.0,282.0,moyen,frequent,67188,commercial,5,6,74,2,1,0,0
12366.0,1.0,0.6326530612244898,0.6212,0.41,0.5439050193957917,67.0,120.0,187.0,faible,occasionnel,97744,residentiel,1,10,33,8,0,1,1
12367.0,1.0,0.6326530612244898,0.6212,0.38,0.5789349947102387,71.0,168.0,239.0,moyen,occasionnel,45237,commercial,4,4,56,4,1,1,0
12368.0,1.0,0.6326530612244898,0.6212,0.41,0.5263900317385682,62.0,220.0,282.0,faible,frequent,32702,residentiel,4,5,24,4,0,0,1
12369.0,1.0,0.6326530612244898,0.6212,0.41,0.4210650052897614,85.0,189.0,274.0,moyen,frequent,60541,residentiel,5,6,16,1,1,0,1
12370.0,1.0,0.6122448979591837,0.6212,0.41,0.5789349947102387,84.0,186.0,270.0,faible,occasionnel,70855,commercial,5,3,91,10,0,1,0
12371.0,1.0,0.653061224489796,0.6212,0.39,0.3508875044081345,77.0,215.0,292.0,élevé,frequent,76847,commercial,3,8,70,2,2,0,0
12372.0,1.0,0.653061224489796,0.6212,0.39,0.5439050193957917,73.0,375.0,448.0,élevé,frequent,54094,residentiel,1,8,32,9,2,0,1
12373.0,1.0,0.653061224489796,0.6212,0.38,0.5263900317385682,101.0,733.0,834.0,élevé,frequent,38253,commercial,3,1,17,4,2,0,0
12374.0,1.0,0.6326530612244898,0.6212,0.38,0.4562125308569413,103.0,719.0,822.0,moyen,frequent,24308,commercial,5,3,28,4,1,0,0
12375.0,1.0,0.6326530612244898,0.6212,0.38,0.4912425061713882,91.0,554.0,645.0,élevé,occasionnel,70654,commercial,5,9,77,3,2,1,0
12376.0,1.0,0.5918367346938775,0.6212,0.4,0.4210650052897614,71.0,390.0,461.0,moyen,frequent,30254,residentiel,1,3,2,3,1,0,1
12377.0,1.0,0.5714285714285714,0.5455,0.49,0.298224991183731,40.0,225.0,265.0,moyen,frequent,98481,commercial,2,3,48,2,1,0,0
12378.0,1.0,0.5510204081632654,0.5303,0.52,0.333372516750911,41.0,127.0,168.0,faible,occasionnel,44767,commercial,2,3,57,5,0,1,0
12379.0,1.0,0.5714285714285714,0.5455,0.49,0.3508875044081345,8.0,78.0,86.0,faible,occasionnel,71290,residentiel,5,8,99,1,0,1,1
12380.0,1.0,0.5306122448979592,0.5152,0.68,0.4912425061713882,6.0,28.0,34.0,moyen,frequent,69206,commercial,1,1,57,9,1,0,0
12381.0,2.0,0.5102040816326531,0.5,0.77,0.3860350299753144,2.0,18.0,20.0,faible,frequent,86836,commercial,2,6,40,7,0,0,0
12382.0,3.0,0.5102040816326531,0.5,0.72,0.3508875044081345,0.0,8.0,8.0,moyen,occasionnel,86325,residentiel,3,8,4,4,1,1,1
12383.0,3.0,0.4897959183673469,0.4848,0.82,0.2280474903021041,0.0,5.0,5.0,moyen,frequent,36051,residentiel,4,1,81,7,1,0,1
12384.0,3.0,0.4897959183673469,0.4848,0.82,0.2280474903021041,1.0,4.0,5.0,élevé,frequent,36442,residentiel,5,10,92,3,2,0,1
12385.0,3.0,0.4693877551020408,0.4697,0.82,0.1930175149876572,1.0,35.0,36.0,faible,occasionnel,23516,commercial,5,6,4,1,0,1,0
12386.0,1.0,0.4693877551020408,0.4697,0.82,0.298224991183731,1.0,177.0,184.0,faible,frequent,64334,commercial,5,3,17,10,0,0,0
12387.0,1.0,0.4693877551020408,0.4697,0.77,0.3508875044081345,29.0,540.0,569.0,moyen,occasionnel,64587,residentiel,2,10,28,3,1,1,1
12388.0,2.0,0.4693877551020408,0.4697,0.77,0.2631950158692841,30.0,680.0,710.0,élevé,occasionnel,24530,commercial,1,3,81,3,2,1,0
12389.0,2.0,0.5102040816326531,0.5,0.72,0.298224991183731,50.0,285.0,335.0,moyen,occasionnel,20223,commercial,4,8,5,4,1,1,0
12390.0,2.0,0.5102040816326531,0.5,0.63,0.3508875044081345,58.0,118.0,176.0,faible,frequent,50054,residentiel,2,2,91,10,0,0,1
12391.0,2.0,0.5510204081632654,0.5303,0.56,0.2280474903021041,65.0,162.0,227.0,faible,frequent,96085,commercial,1,9,59,8,0,0,0
12392.0,2.0,0.5306122448979592,0.5152,0.56,0.2280474903021041,45.0,202.0,247.0,faible,frequent,99856,commercial,4,3,21,10,0,0,0
12393.0,2.0,0.5918367346938775,0.6212,0.46,0.1930175149876572,66.0,201.0,267.0,faible,frequent,90082,residentiel,4,4,4,6,0,0,1
12394.0,2.0,0.5714285714285714,0.5455,0.46,0.1930175149876572,82.0,194.0,276.0,moyen,occasionnel,92417,commercial,1,10,54,8,1,1,0
12395.0,2.0,0.5714285714285714,0.5455,0.46,0.1578699894204772,54.0,218.0,272.0,élevé,occasionnel,88229,residentiel,5,5,45,6,2,1,1
12396.0,1.0,0.5918367346938775,0.6212,0.43,0.2280474903021041,91.0,382.0,473.0,faible,frequent,51134,commercial,3,9,90,8,0,0,0
12397.0,1.0,0.5918367346938775,0.6212,0.43,0.0,86.0,764.0,850.0,moyen,frequent,79664,residentiel,3,10,36,9,1,0,1
12398.0,1.0,0.5918367346938775,0.6212,0.43,0.2280474903021041,111.0,679.0,790.0,moyen,frequent,42524,residentiel,1,4,63,9,1,0,1
12399.0,1.0,0.5714285714285714,0.5455,0.46,0.298224991183731,68.0,445.0,513.0,faible,frequent,42955,commercial,3,2,32,8,0,0,0
12400.0,1.0,0.5510204081632654,0.5303,0.49,0.2631950158692841,44.0,371.0,415.0,faible,frequent,94397,residentiel,3,3,74,3,0,0,1
12401.0,1.0,0.5306122448979592,0.5152,0.56,0.1930175149876572,30.0,253.0,283.0,faible,occasionnel,31604,residentiel,4,8,3,4,0,1,1
12402.0,1.0,0.5510204081632654,0.5303,0.52,0.1228400141060303,22.0,171.0,193.0,faible,frequent,82027,residentiel,4,6,16,5,0,0,1
12403.0,1.0,0.5306122448979592,0.5152,0.56,0.1053250264488068,20.0,93.0,113.0,élevé,frequent,62390,commercial,2,3,16,5,2,0,0
12404.0,1.0,0.5102040816326531,0.5,0.59,0.1053250264488068,3.0,46.0,49.0,moyen,occasionnel,85844,commercial,3,3,50,10,1,1,0
12405.0,1.0,0.5102040816326531,0.5,0.68,0.0,6.0,21.0,27.0,élevé,frequent,75340,residentiel,5,10,44,4,2,0,1
12406.0,1.0,0.4897959183673469,0.4848,0.68,0.0,4.0,7.0,11.0,moyen,occasionnel,84233,commercial,1,4,96,10,1,1,0
12406.0,1.0,0.4489795918367347,0.4545,0.82,0.0,0.0,7.0,8.0,moyen,occasionnel,92365,residentiel,5,4,35,8,1,1,1
12408.0,1.0,0.4489795918367347,0.4545,0.82,0.1228400141060303,3.0,7.0,10.0,faible,frequent,69941,residentiel,5,10,19,1,0,0,1
12409.0,1.0,0.4693877551020408,0.4697,0.77,0.0,1.0,37.0,38.0,élevé,occasionnel,45461,commercial,2,5,97,3,2,1,0
12410.0,1.0,0.4693877551020408,0.4697,0.77,0.0,7.0,165.0,172.0,faible,frequent,39954,residentiel,3,5,36,6,0,0,1
12411.0,1.0,0.4897959183673469,0.4848,0.72,0.0,16.0,531.0,547.0,moyen,frequent,57652,residentiel,4,2,54,9,1,0,1
12412.0,1.0,0.5306122448979592,0.4848,0.68,0.0,31.0,637.0,668.0,moyen,frequent,30040,residentiel,1,8,99,7,1,0,1
12413.0,1.0,0.5306122448979592,0.5303,0.6,0.1053250264488068,35.0,268.0,303.0,élevé,occasionnel,89428,residentiel,3,7,89,2,2,1,1
12414.0,1.0,0.5918367346938775,0.6212,0.46,0.1053250264488068,55.0,148.0,203.0,élevé,occasionnel,75356,commercial,5,9,73,1,2,1,0
12415.0,1.0,0.6122448979591837,0.6212,0.43,0.1053250264488068,65.0,161.0,226.0,faible,occasionnel,79214,commercial,3,10,12,8,0,1,0
12416.0,1.0,0.6122448979591837,0.6212,0.38,0.0,65.0,235.0,315.0,moyen,occasionnel,81859,commercial,3,2,51,1,1,1,0
12417.0,1.0,0.6122448979591837,0.6212,0.41,0.1053250264488068,73.0,230.0,303.0,élevé,frequent,82137,residentiel,1,5,19,6,2,0,1
12418.0,1.0,0.6326530612244898,0.6212,0.38,0.0,111.0,191.0,302.0,moyen,frequent,65297,commercial,3,4,79,4,1,0,0
12419.0,1.0,0.6326530612244898,0.6212,0.38,0.0,75.0,225.0,300.0,faible,frequent,47618,residentiel,4,10,8,4,0,0,1
12420.0,1.0,0.6326530612244898,0.6212,0.41,0.1578699894204772,107.0,345.0,452.0,faible,frequent,71459,commercial,3,4,62,6,0,0,0
12420.0,1.0,0.6122448979591837,0.6212,0.43,0.1578699894204772,72.0,652.0,724.0,moyen,frequent,82431,residentiel,3,5,48,9,1,0,1
12422.0,3.0,0.5918367346938775,0.6212,0.53,0.2280474903021041,94.0,688.0,782.0,élevé,occasionnel,20727,residentiel,4,2,50,3,2,1,1
12423.0,1.0,0.5510204081632654,0.5303,0.73,0.3508875044081345,52.0,486.0,538.0,faible,frequent,58082,commercial,1,9,5,5,0,0,0
12424.0,1.0,0.5306122448979592,0.5152,0.73,0.333372516750911,59.0,349.0,408.0,moyen,occasionnel,66171,residentiel,2,3,93,1,1,1,1
12425.0,1.0,0.5306122448979592,0.5152,0.73,0.1930175149876572,38.0,260.0,298.0,faible,frequent,53817,residentiel,2,6,8,8,0,0,1
12426.0,1.0,0.5102040816326531,0.5,0.77,0.1053250264488068,27.0,221.0,248.0,moyen,frequent,86777,commercial,1,9,1,9,1,0,0
12427.0,1.0,0.5102040816326531,0.5,0.77,0.0,13.0,110.0,123.0,moyen,frequent,72672,commercial,5,3,17,3,1,0,0
12428.0,1.0,0.5102040816326531,0.5,0.77,0.1578699894204772,9.0,50.0,59.0,élevé,occasionnel,82828,residentiel,1,1,31,10,2,1,1
12429.0,1.0,0.5102040816326531,0.5,0.77,0.1930175149876572,5.0,17.0,22.0,élevé,occasionnel,31109,commercial,5,6,34,2,2,1,0
12430.0,1.0,0.5102040816326531,0.5,0.77,0.1053250264488068,0.0,12.0,12.0,faible,occasionnel,72975,residentiel,5,7,79,4,0,1,1
12431.0,1.0,0.4897959183673469,0.4848,0.77,0.1228400141060303,0.0,5.0,5.0,élevé,occasionnel,22882,commercial,1,2,64,6,2,1,0
